applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status,loan_to_income_ratio,collateral_to_loan_ratio,net_disposable_income,income_per_dependent
1117,57,0,1,0,0,2,28.4,88338.6,696502.19,15191.57,237357.84,17.2,680,0,0,1543799.86,36,6,2410865.21,2,1,1.4563281321340085,1.5616436252300216,73147.03,88338.6
292,34,0,0,2,1,4,0.0,10000.0,56278.97,4546.86,60897.93,45.47,690,1,0,197181.28,240,6,2758.59,2,0,1.6431773333333333,0.013990121171746122,5453.14,3333.3333333333335
651,61,0,0,3,0,4,0.0,10000.0,54207.19,4264.53,228946.94,42.65,646,1,4,91434.23,240,4,108712.6,2,0,0.7619519166666666,1.1889704763741107,5735.47,2500.0
130,44,1,0,1,0,2,1.2,107693.87,464250.51,22796.43,854493.35,21.17,746,1,0,6415576.22,120,0,7692921.86,1,1,4.964361961053741,1.1991006881062354,84897.44,53846.935
465,29,0,1,1,0,2,2.5,32556.98,99651.8,13392.11,364416.46,41.13,665,1,0,3085600.04,60,2,4037095.41,2,1,7.897948048825986,1.30836639799888,19164.87,16278.49
210,36,1,0,0,0,2,13.5,51017.68,215022.22,27644.94,484505.42,54.19,473,1,2,614433.37,120,5,4057.74,0,0,1.0036281703388577,0.006604035845253652,23372.74,51017.68
0,54,1,0,0,0,4,0.0,19292.97,127280.25,2907.71,150762.43,15.07,619,1,0,140287.48,60,3,482.28,1,0,0.605952496341068,0.003437797870487088,16385.260000000002,19292.97
1068,57,0,1,0,0,2,1.8,76507.77,200796.74,20035.02,842124.62,26.19,643,1,0,697286.15,120,3,813223.26,2,1,0.7594938287531667,1.1662690561113254,56472.75,76507.77
971,37,0,1,0,1,2,15.9,44310.46,211271.66,11723.72,218686.78,26.46,575,1,2,849809.2,12,1,907.39,1,0,1.5982102946648111,0.0010677573271741468,32586.739999999998,44310.46
786,28,1,0,2,0,3,5.5,131795.25,281100.48,16722.18,609887.07,12.69,561,0,1,1468523.6,120,1,4710.64,1,0,0.9285385221900385,0.0032077387111790374,115073.07,43931.75
166,29,1,0,1,1,2,4.9,103439.53,437992.54,59425.44,2481354.03,57.45,592,1,0,1205059.24,12,5,4072.86,0,1,0.9708242422730782,0.0033798006478088167,44014.09,51719.765
385,25,1,1,0,0,3,2.1,80039.98,483505.19,42704.81,1550721.81,53.35,798,0,0,5888927.36,180,2,10351156.36,0,0,6.1312352485178865,1.7577320498651896,37335.17,80039.98
100,52,0,0,2,0,0,12.3,55813.61,215676.81,3158.39,86862.64,5.66,646,1,0,651572.49,180,6,887031.96,2,1,0.9728399130606316,1.361371103927362,52655.22,18604.536666666667
1089,43,1,1,0,0,2,21.4,53940.48,172680.4,15747.08,491768.87,29.19,661,1,2,580151.76,360,1,385.63,2,1,0.8962838298806388,0.0006647053867422551,38193.4,53940.48
769,41,1,1,0,0,4,0.0,14219.28,113505.09,1900.21,70465.63,13.36,757,0,1,104521.1,180,1,2709.71,2,0,0.6125550426369455,0.025925004616292786,12319.07,14219.28
1149,51,1,1,0,0,2,25.2,60183.76,297626.56,6977.96,403305.17,11.59,636,0,0,707739.73,360,3,3599.91,2,0,0.9799705241635507,0.005086488503337237,53205.8,60183.76
1128,58,0,1,1,1,1,20.7,27653.9,45188.25,4898.55,109543.05,17.71,587,0,0,3119812.41,180,2,4928433.23,2,1,9.401363550891555,1.5797210159824964,22755.350000000002,13826.95
738,56,1,1,0,1,2,23.0,74015.79,306068.18,10123.65,457045.34,13.68,736,0,0,4663846.45,360,2,1200.23,1,0,5.250958894491748,0.0002573476663237916,63892.13999999999,74015.79
192,27,1,0,2,0,2,1.1,118147.13,325371.09,16120.26,373596.31,13.64,745,1,0,847027.86,180,5,1024983.68,1,1,0.5974385920335094,1.210094411770588,102026.87000000001,39382.37666666667
650,47,0,0,0,1,0,27.2,41974.95,41203.88,14562.32,555273.81,34.69,760,0,1,4836990.06,60,2,6758919.06,1,0,9.602929961798644,1.3973398696626638,27412.629999999997,41974.95
573,60,1,0,3,0,1,22.7,43370.15,181490.69,9543.97,296288.15,22.01,637,1,0,1220824.13,60,0,231.08,0,1,2.345745729877961,0.000189281972989836,33826.18,10842.5375
18,55,0,0,0,0,1,15.7,29045.51,128013.79,7401.73,97222.02,25.48,571,1,4,642695.09,60,6,4529.5,2,0,1.8439312708458782,0.0070476654800645825,21643.78,29045.51
601,35,0,0,3,0,2,8.0,167431.25,417856.11,50655.78,741439.54,30.25,651,1,0,10000000.0,180,0,15000000.0,2,1,4.9771672452623585,1.5,116775.47,41857.8125
656,38,1,0,0,0,2,14.3,51747.68,99642.45,4055.27,186442.54,7.84,711,0,0,302618.53,60,5,3980.55,0,1,0.4873302693634446,0.013153688903319964,47692.41,51747.68
951,61,0,0,0,0,4,0.0,13735.56,107796.55,5787.42,254411.36,42.13,584,1,0,259655.34,120,5,1633.54,1,1,1.5753231029532104,0.006291185846591871,7948.139999999999,13735.56
59,22,0,1,0,0,1,16.0,52669.04,205014.82,3768.9,107925.25,7.16,581,1,0,2597041.32,240,0,3136614.25,1,1,4.109057427285555,1.2077644763849966,48900.14,52669.04
154,44,1,0,0,0,2,1.1,97767.57,696115.62,42543.49,1080911.56,43.51,661,1,0,3682446.56,24,0,400.55,2,1,3.1387764538554723,0.00010877279370484605,55224.08000000001,97767.57
221,26,1,0,2,1,4,0.0,10000.0,48842.91,6072.91,359948.4,60.73,490,0,3,373102.08,120,0,402162.06,0,0,3.109184,1.0778874778720076,3927.09,3333.3333333333335
465,61,0,1,0,0,3,14.8,53606.29,363143.71,22340.85,633787.47,41.68,581,0,0,3218472.05,60,2,1954.38,1,0,5.0032562254665764,0.0006072384565216281,31265.440000000002,53606.29
986,22,1,1,0,1,1,18.9,26696.87,47087.95,5788.37,302603.29,21.68,796,0,0,1834960.75,180,0,4571.18,2,1,5.727764933991637,0.0024911595520503644,20908.5,26696.87
405,22,1,1,0,0,1,17.9,46335.75,33065.91,26085.07,579822.57,56.3,677,1,0,964416.02,180,6,1008254.52,0,1,1.7344707200523715,1.0454560055939344,20250.68,46335.75
573,35,1,0,0,0,4,0.0,10000.0,11055.46,4448.1,100532.44,44.48,571,0,1,40742.8,12,1,1674.57,0,0,0.33952333333333334,0.04110100434923471,5551.9,10000.0
581,30,0,0,2,1,4,0.0,10000.0,21688.76,2189.42,86397.96,21.89,554,1,5,981595.27,12,2,1104075.06,2,0,8.179960583333333,1.1247762634390037,7810.58,3333.3333333333335
268,43,0,0,0,0,3,15.9,71465.21,52641.07,36341.54,615426.88,50.85,729,0,3,855103.91,360,6,1064931.07,1,0,0.9971097708474749,1.245382061228091,35123.670000000006,71465.21
205,34,0,1,1,1,2,7.5,84572.06,232418.3,11924.92,250987.4,14.1,666,1,0,5458306.33,60,0,9402966.28,1,1,5.3783585362983155,1.722689367637598,72647.14,42286.03
600,37,1,1,0,1,2,9.7,78391.95,416220.93,23297.54,1374992.38,29.72,625,1,0,4766322.55,12,0,6304628.82,1,1,5.066764455193848,1.322744894803647,55094.409999999996,78391.95
84,46,0,0,0,0,1,31.4,85500.18,372698.08,25486.68,1487568.22,29.81,498,1,1,1888194.89,12,6,2701140.21,2,0,1.8403420222819025,1.4305410020466691,60013.49999999999,85500.18
475,46,1,0,0,1,2,9.4,65186.4,369681.14,27499.34,444057.54,42.19,761,0,0,438049.79,240,3,492383.65,1,0,0.559996397510319,1.1240358088061178,37687.06,65186.4
724,63,0,0,2,1,3,32.2,42697.39,314602.3,9408.99,123822.03,22.04,596,0,3,2583247.59,180,0,3232892.73,1,0,5.041774977346391,1.2514838850580328,33288.4,14232.463333333333
998,42,0,0,0,0,0,3.9,53656.38,30923.24,22306.55,1219806.08,41.57,602,0,0,3924879.67,360,2,1013.0,1,0,6.0957020550647165,0.00025809708454068353,31349.829999999998,53656.38
862,46,1,0,3,1,0,17.5,77444.73,588836.81,58272.42,1897705.78,75.24,589,1,0,863482.21,36,5,2032.94,1,0,0.9291381199641774,0.002354350763057412,19172.309999999998,19361.1825
434,51,1,0,2,1,2,20.8,46557.25,247515.47,10446.56,618156.59,22.44,604,1,0,882419.77,36,6,1629.62,1,1,1.579452842110162,0.0018467627940838179,36110.69,15519.083333333334
402,28,1,0,0,0,0,2.6,109354.59,844886.45,5077.9,221446.87,4.64,900,0,0,689507.58,240,5,1887.26,0,1,0.5254371581476369,0.002737112766766103,104276.69,109354.59
501,51,1,0,0,1,0,9.3,54506.22,103089.68,21438.24,799693.1,39.33,664,0,4,2396947.11,360,2,3813932.67,2,1,3.6646385036423363,1.5911626310352756,33067.979999999996,54506.22
452,59,0,1,0,0,0,8.1,142799.32,572459.47,47023.76,507555.05,32.93,761,1,0,2785854.66,60,6,4592275.42,1,1,1.6257399194898128,1.648426059671038,95775.56,142799.32
1117,35,1,0,1,0,2,11.9,95435.35,148512.65,6418.91,190211.15,6.73,627,0,2,7274553.33,12,2,9539668.72,0,1,6.352077898807935,1.3113751851483093,89016.44,47717.675
882,29,0,0,2,1,1,34.1,47935.75,134399.09,17931.23,707171.96,37.41,580,0,4,1069257.37,60,6,1140283.75,2,0,1.8588377324509024,1.0664258970691032,30004.52,15978.583333333334
208,36,1,0,0,0,3,11.2,65675.2,184915.15,28211.11,1299120.01,42.96,422,0,5,205867.7,24,5,2575.9,2,0,0.26121948112326526,0.01251240481143958,37464.09,65675.2
604,33,1,0,0,0,2,4.0,36012.73,79984.1,8199.95,442024.75,22.77,697,1,0,1849731.46,36,2,1684074.11,2,1,4.280272235216084,0.9104424866082994,27812.780000000002,36012.73
884,47,0,0,3,0,2,4.3,38060.26,151664.21,14715.71,593215.36,38.66,617,0,0,274471.67,480,1,4163.06,0,0,0.6009585632538156,0.015167539877612872,23344.550000000003,9515.065
541,59,1,1,1,0,2,20.9,17509.49,123633.48,1322.45,34527.52,7.55,593,1,2,130991.57,300,5,4680.45,0,1,0.6234313030628914,0.03573092528015352,16187.04,8754.745
1008,47,0,1,0,0,2,9.3,67252.99,189870.87,9315.26,161097.58,13.85,749,1,1,715461.96,180,1,1635.97,1,1,0.8865305468202973,0.0022865925674091744,57937.73,67252.99
1012,26,0,0,0,0,3,3.2,75291.34,117906.27,29183.56,1383624.08,38.76,656,0,0,1168162.14,360,5,1320.32,1,0,1.2929354823542787,0.0011302540587387981,46107.78,75291.34
193,35,1,0,2,0,3,12.5,38543.27,85883.89,11431.47,610799.56,29.66,703,1,0,416642.17,36,1,1127.57,1,1,0.90081046141994,0.0027063271103834738,27111.799999999996,12847.756666666666
802,52,1,0,1,1,3,4.1,64232.89,339758.29,12684.13,230783.39,19.75,681,1,0,1477178.81,24,4,4942.83,0,1,1.9164361772709695,0.003346128421649915,51548.76,32116.445
508,35,1,0,2,1,3,14.4,138918.37,590108.78,51555.94,790119.86,37.11,628,1,0,1007105.53,360,6,3226.75,2,1,0.6041350818709817,0.003203983995599746,87362.43,46306.12333333333
430,47,0,1,1,1,0,16.1,34764.05,212430.82,26308.16,1286185.02,75.68,380,0,4,676120.53,60,6,2431.55,2,0,1.6207368675398868,0.0035963262349096247,8455.890000000003,17382.025
99,52,1,0,0,0,2,2.8,39552.01,248913.66,14044.08,183531.2,35.51,619,1,2,184402.65,60,3,3497.63,1,1,0.3885235541758813,0.018967352150308037,25507.93,39552.01
313,35,0,0,0,0,3,7.9,63892.8,384733.39,6314.84,322640.36,9.88,686,0,2,1891111.36,300,0,3298009.29,1,0,2.4665159976293625,1.7439529790567172,57577.96000000001,63892.8
143,50,0,0,0,0,4,0.0,15429.74,8386.64,1758.2,80641.13,11.39,628,1,0,246812.4,240,4,388570.12,0,1,1.332990704963272,1.5743541248332742,13671.539999999999,15429.74
303,38,1,0,0,0,0,2.5,23691.79,13234.45,3484.4,107033.26,14.71,601,1,0,265297.76,120,4,218952.09,1,1,0.9331564506804538,0.8253069682910251,20207.39,23691.79
427,27,0,1,1,0,3,8.6,43483.08,250782.28,2617.61,58491.0,6.02,728,0,0,625953.61,120,6,2591.76,0,1,1.1996114542330794,0.004140498526719896,40865.47,21741.54
927,37,1,0,2,0,4,0.0,10000.0,29453.01,1299.88,51105.63,13.0,534,1,0,45737.09,360,5,2014.25,0,0,0.38114241666666665,0.04403974979606268,8700.119999999999,3333.3333333333335
886,40,1,0,1,0,2,9.4,77614.47,85545.18,10527.65,184166.88,13.56,673,0,1,554520.26,24,1,1753.04,0,1,0.5953789501708466,0.0031613633016762993,67086.82,38807.235
132,21,1,0,3,0,3,1.2,173473.79,638068.79,95865.86,1424841.27,55.26,786,0,1,3875816.4,180,6,4210774.63,2,0,1.8618645502585722,1.0864226256950664,77607.93000000001,43368.4475
973,61,0,0,3,0,4,0.0,10000.0,54780.58,5360.27,159279.3,53.6,421,0,1,824480.27,240,2,1286664.8,0,0,6.870668916666667,1.560576822535729,4639.73,2500.0
425,44,1,1,1,0,1,27.9,69758.82,110084.55,14315.35,150067.28,20.52,435,0,3,547355.95,300,6,485818.34,0,0,0.6538670785046726,0.8875729586935157,55443.47000000001,34879.41
154,22,0,1,0,0,2,2.0,54896.4,196206.27,8498.83,387988.42,15.48,657,0,0,201869.37,120,3,1240.23,0,1,0.3064399031630489,0.006143725519131506,46397.57,54896.4
565,60,1,0,1,0,2,5.5,70601.69,296080.68,11889.63,354633.8,16.84,724,0,0,1673428.17,360,6,2204578.65,1,1,1.9751984336352286,1.317402616689547,58712.060000000005,35300.845
223,59,0,0,0,0,3,23.4,56412.04,350516.88,10296.44,253572.84,18.25,714,0,0,4925122.87,12,2,4499.53,2,1,7.27551965561489,0.0009135873599027591,46115.6,56412.04
823,21,0,1,0,1,2,2.1,85926.36,326882.36,6896.87,123291.26,8.03,595,0,0,9992120.19,480,2,15000000.0,0,0,9.690584850795494,1.5011829036055662,79029.49,85926.36
110,28,0,0,3,0,2,1.7,98851.93,377527.83,42201.65,594517.5,42.69,692,0,1,2754439.2,36,0,4936020.11,2,0,2.3220244662901375,1.7920236213600214,56650.27999999999,24712.9825
250,37,1,1,0,0,2,18.3,43642.39,28133.83,32748.79,755337.24,75.04,496,0,2,627693.74,36,4,2728.92,2,0,1.1985551585663998,0.004347534197170742,10893.599999999999,43642.39
23,43,1,1,0,0,2,15.8,73877.92,262217.46,27573.99,983604.51,37.32,659,1,0,522905.01,24,3,2221.99,2,1,0.5898300534178548,0.00424931862863582,46303.92999999999,73877.92
984,53,1,0,0,0,3,15.3,227964.23,402575.43,57520.6,2122730.37,25.23,571,0,1,2168467.66,300,6,3743201.37,2,0,0.7926929515798743,1.7261965391727354,170443.63,227964.23
165,40,1,1,0,1,3,11.6,74550.45,88663.98,11004.31,112156.86,14.76,645,0,0,911737.28,180,6,1331915.18,2,1,1.0191502085724053,1.4608541399118833,63546.14,74550.45
456,48,0,0,2,0,2,18.4,74670.71,200654.9,46831.48,1964354.98,62.72,553,0,3,697332.36,300,1,3988.1,0,0,0.7782305806386466,0.005719080640399364,27839.230000000003,24890.236666666668
514,21,1,1,0,0,4,0.0,24064.72,152533.97,3844.88,146512.76,15.98,615,0,0,929732.36,12,0,1007452.07,0,0,3.219555293669183,1.0835936376356738,20219.84,24064.72
1093,50,1,1,0,0,2,29.8,76656.8,386587.59,44850.79,1495143.03,58.51,657,1,2,1209395.31,36,5,1546161.53,0,1,1.314729319512424,1.278458347916034,31806.010000000002,76656.8
863,62,0,0,2,0,2,1.9,68548.76,79169.72,5706.43,87539.81,8.32,718,1,0,341399.11,12,1,4549.07,1,1,0.4150319543830309,0.013324785761743785,62842.329999999994,22849.586666666666
139,44,1,0,1,0,2,25.7,91255.07,681616.32,20278.63,908689.28,22.22,668,1,0,1631251.77,24,1,319.23,2,1,1.4896448767175345,0.0001956963393823628,70976.44,45627.535
114,41,0,0,0,0,2,3.2,122050.77,753031.58,5969.52,98424.67,4.89,615,0,0,2044019.27,240,1,2367.17,2,0,1.3956072474320864,0.0011580957355651544,116081.25,122050.77
1002,34,1,0,0,1,2,1.2,136680.69,992668.73,21056.96,509477.31,15.41,662,0,3,3057748.09,120,6,4575196.13,2,0,1.8642892484178513,1.4962632615036644,115623.73000000001,136680.69
324,63,1,0,0,0,2,0.4,123661.27,634954.52,30152.47,823634.81,24.38,725,1,0,10000000.0,24,2,9056100.09,2,1,6.73883854931567,0.905610009,93508.8,123661.27
1124,22,0,1,0,0,2,3.8,49602.58,139282.12,17618.99,1040755.67,35.52,731,1,0,721673.67,12,6,712730.12,2,1,1.2124262991965338,0.9876072103337232,31983.59,49602.58
422,33,1,0,1,0,3,10.7,63278.31,61267.15,14224.03,180462.83,22.48,491,1,1,301103.82,120,3,308177.31,2,1,0.3965337411824052,1.0234918640354678,49054.28,31639.155
1132,27,0,1,0,0,2,2.3,415669.45,2915855.01,209232.1,3000000.0,50.34,669,0,1,10000000.0,360,2,3904.69,1,0,2.004798123444803,0.000390469,206437.35,415669.45
1139,59,1,0,2,0,3,8.6,80076.93,511832.29,34762.99,1011629.62,43.41,789,0,0,121880.39,360,3,173715.32,0,1,0.12683677017421457,1.4252934372789585,45313.939999999995,26692.309999999998
1048,42,1,1,1,0,2,8.4,31829.96,130052.95,8342.76,107345.05,26.21,686,1,0,3565118.93,12,2,180.47,2,1,9.333761153537946,5.062103215726382e-05,23487.199999999997,15914.98
738,62,1,0,0,1,2,19.3,86581.87,453133.57,25810.4,1523524.36,29.81,692,0,3,8655606.73,480,2,10043490.59,1,1,8.33084987461386,1.160345069189621,60771.469999999994,86581.87
641,50,1,0,1,0,0,23.6,112115.62,254027.8,36004.34,2025589.78,32.11,502,0,3,847847.69,60,6,854881.12,1,0,0.6301884979690311,1.008295629135936,76111.28,56057.81
588,46,0,1,0,0,1,20.5,14519.2,81452.11,2352.48,37142.36,16.2,592,0,0,354624.7,60,6,373714.83,2,0,2.035377867467445,1.0538319242850258,12166.720000000001,14519.2
810,44,1,0,3,0,3,25.4,159294.37,243022.54,57998.7,755470.02,36.41,629,1,0,10000000.0,12,2,2181.29,2,1,5.231404809431328,0.00021812899999999998,101295.67,39823.5925
199,30,1,0,1,1,2,10.5,80456.13,348773.05,2867.08,128483.35,3.56,624,1,0,6923270.75,24,2,2830.21,2,1,7.170854839359868,0.0004087966659400111,77589.05,40228.065
289,46,0,0,3,0,2,17.4,121504.86,655494.29,29017.16,795460.75,23.88,659,1,0,10000000.0,60,2,15000000.0,1,1,6.858436224965267,1.5,92487.7,30376.215
398,51,1,1,0,0,2,7.3,35729.23,217943.92,25332.28,1383467.34,70.9,597,1,0,394753.23,120,3,3186.23,1,0,0.9207056099445747,0.00807144757244925,10396.950000000004,35729.23
383,64,0,1,1,1,1,21.8,41558.94,41204.34,14141.77,203561.87,34.03,811,1,0,213017.26,240,5,323708.89,1,1,0.42713886189910844,1.519636906417818,27417.170000000002,20779.47
743,45,1,0,2,1,4,0.0,10000.0,50417.86,2864.69,103974.31,28.65,429,1,5,790590.67,360,2,465.4,2,0,6.588255583333334,0.0005886737823506062,7135.3099999999995,3333.3333333333335
393,63,0,1,1,0,3,23.0,22801.48,92224.7,2600.99,80030.93,11.41,494,0,2,1856443.88,36,2,1923458.6,0,1,6.784807682074438,1.036098435682311,20200.489999999998,11400.74
162,63,1,0,0,0,2,19.9,184643.22,599638.93,14449.07,749936.09,7.83,661,0,0,1573177.12,480,6,4041.28,1,1,0.7100076208231926,0.0025688652273305372,170194.15,184643.22
971,44,1,1,0,1,2,11.5,62399.34,284912.47,16061.96,364429.16,25.74,517,0,0,1178086.34,120,1,235.73,1,0,1.5733157060101386,0.00020009569077933623,46337.38,62399.34
56,40,1,0,1,0,2,6.8,62774.3,266507.36,11662.35,239245.8,18.58,589,1,0,3586149.97,60,2,4340.83,0,0,4.760639797390545,0.001210442964269004,51111.950000000004,31387.15
362,27,1,1,0,0,0,6.9,412370.9,238140.52,182225.29,3000000.0,44.19,537,0,1,7501737.21,360,0,13209557.42,0,0,1.5159769215044028,1.7608664566910361,230145.61000000002,412370.9
532,33,1,1,0,0,4,0.0,10000.0,43073.11,1951.14,114267.76,19.51,619,0,4,1053746.09,24,2,1499758.65,1,0,8.781217416666667,1.4232637864402418,8048.86,10000.0
1122,60,1,1,1,0,3,18.9,12306.22,31167.2,2964.87,33430.8,24.09,563,1,2,620298.82,60,2,585932.79,1,0,4.200442405006032,0.9445976215140955,9341.349999999999,6153.11
336,27,0,1,0,0,3,8.9,20502.18,136361.75,10190.42,291713.53,49.7,729,0,0,721115.47,60,0,1019156.37,2,0,2.931052006827241,1.413305375351329,10311.76,20502.18
1016,38,1,0,1,1,0,19.3,85175.98,620507.76,13019.29,508531.37,15.29,692,0,0,7649697.25,240,2,6539004.13,2,1,7.484208233745398,0.8548056107710668,72156.69,42587.99
865,52,0,1,0,0,2,5.0,108123.27,377065.94,47121.61,2098787.58,43.58,673,1,2,2576638.08,240,6,2110699.83,1,1,1.9858800052939576,0.8191681425433253,61001.66,108123.27
405,31,1,1,1,1,1,19.9,55441.42,215135.17,23721.07,240335.04,42.79,573,1,0,3366440.14,60,0,3528095.02,2,1,5.060055791019302,1.0480195319914407,31720.35,27720.71
798,64,1,1,1,0,2,32.3,44721.01,240964.29,9489.35,461726.7,21.22,750,0,0,3184260.7,12,2,5299700.7,1,0,5.933565863859814,1.664342589788581,35231.66,22360.505
1145,50,1,0,1,0,0,20.6,72338.48,236939.09,13586.88,498630.6,18.78,735,0,0,783356.14,120,5,3055.33,1,1,0.9024198232162651,0.0039003077195514163,58751.6,36169.24
447,22,1,1,0,1,2,3.0,60529.71,340383.59,14340.87,359290.5,23.69,648,0,1,1033238.69,180,4,3218.24,1,1,1.4224952369120332,0.0031147110838445277,46188.84,60529.71
921,32,0,0,0,0,2,10.4,78697.91,364797.24,35792.36,665039.39,45.48,727,1,0,8508289.53,240,2,10993023.71,2,1,9.009440371415199,1.2920368625490348,42905.55,78697.91
506,54,1,0,0,0,2,31.0,109525.43,856242.55,24072.34,1153471.39,21.98,682,1,1,9208757.69,360,2,8375529.24,0,1,7.0065597931609735,0.9095178222677288,85453.09,109525.43
102,59,0,1,0,0,2,13.5,52347.8,175375.99,14303.59,782172.71,27.32,673,1,2,740764.47,60,6,966.15,2,1,1.1792352782733944,0.001304260718660008,38044.21000000001,52347.8
366,62,1,0,0,1,1,34.9,17688.07,46209.28,10739.11,307925.02,60.71,643,1,1,864824.41,180,0,1345.41,2,0,4.074424221146419,0.0015557030819701308,6948.959999999999,17688.07
862,59,1,0,1,0,3,3.3,37619.89,19351.15,4284.71,136336.16,11.39,849,1,0,2532882.76,360,2,3082247.75,2,1,5.610690603649647,1.216893177479719,33335.18,18809.945
653,24,1,1,1,1,3,1.3,54514.91,99337.48,17384.37,791619.84,31.89,675,1,0,779635.51,180,1,1308399.39,2,0,1.1917771823035814,1.6782193386753252,37130.54000000001,27257.455
441,53,0,0,1,0,3,13.7,82287.05,626670.26,6849.95,359636.7,8.32,665,0,0,1604962.8,24,5,4238.9,2,1,1.6253699701228808,0.0026411204047844597,75437.1,41143.525
288,25,1,0,2,0,1,23.9,65918.65,48917.61,16597.47,731552.06,25.18,681,0,0,3816492.7,120,0,4370335.77,1,0,4.824750784995345,1.1451183360052017,49321.17999999999,21972.88333333333
781,24,0,0,0,0,2,1.8,171974.89,97440.9,32455.19,336779.54,18.87,715,0,3,10000000.0,60,2,15000000.0,1,1,4.845668651588225,1.5,139519.7,171974.89
383,52,1,0,1,1,2,10.5,114206.81,295889.65,29945.19,673695.71,26.22,741,0,0,10000000.0,120,2,14594862.89,2,1,7.296704402595023,1.459486289,84261.62,57103.405
328,42,1,1,1,1,2,12.5,67127.31,318062.83,41450.13,981842.29,61.75,462,0,1,4738948.96,12,0,4626.07,1,0,5.883036477006651,0.0009761805917403255,25677.18,33563.655
1071,50,0,1,0,0,0,14.3,65914.47,197762.13,20572.97,619958.58,31.21,478,0,4,1407970.65,120,4,3088.56,2,0,1.7800474994337356,0.0021936252719472527,45341.5,65914.47
772,59,1,0,1,0,0,25.8,47066.07,164722.29,31903.0,1805617.64,67.78,537,0,1,1957593.23,120,2,2740790.87,0,0,3.466037618323915,1.4000819107859297,15163.07,23533.035
595,24,0,0,0,0,2,4.2,89721.61,645589.39,10359.91,332288.87,11.55,753,1,0,6772667.84,300,2,6003376.43,1,1,6.290446489610102,0.886412352093145,79361.7,89721.61
165,44,1,0,0,0,3,17.1,32342.25,133717.47,7407.46,156391.38,22.9,651,1,0,1476092.28,180,0,4056.78,2,1,3.8033126946950198,0.002748324108842301,24934.79,32342.25
1001,58,0,1,0,1,0,7.9,119858.93,173248.06,13258.97,315193.88,11.06,663,1,1,9217093.81,12,2,14758289.39,2,1,6.408293072809289,1.6011868485040406,106599.95999999999,119858.93
830,40,1,0,0,1,2,19.0,73111.6,77421.31,28757.96,547889.24,39.33,678,1,1,7940664.02,36,2,11978080.98,0,1,9.050848314996069,1.5084482796188121,44353.64000000001,73111.6
819,44,0,1,1,0,4,0.0,10000.0,21120.82,4479.89,173887.06,44.8,694,1,1,329090.9,60,0,350939.17,0,1,2.742424166666667,1.0663897725522036,5520.11,5000.0
1028,43,1,1,0,0,2,14.5,54858.1,35059.93,9037.71,177653.06,16.47,663,1,3,1577341.5,300,4,3885.61,1,1,2.396093284309883,0.002463391725888148,45820.39,54858.1
649,61,0,0,3,0,0,27.9,214308.97,1514630.58,10183.17,489690.37,4.75,650,1,1,856393.99,360,5,456.55,2,1,0.33300596719462244,0.000533107431078539,204125.8,53577.2425
357,23,1,0,3,0,3,1.5,54547.59,181147.9,12223.88,411117.28,22.41,714,0,0,2586451.41,24,2,2772291.52,2,0,3.951368291431391,1.0718513826633225,42323.71,13636.8975
1031,60,0,1,1,0,3,13.5,70484.04,178440.11,5145.12,259695.2,7.3,646,1,0,1298887.52,36,6,2992.61,2,1,1.5356756886618115,0.0023039793314820673,65338.91999999999,35242.02
174,57,0,1,1,0,2,8.5,140004.28,722255.06,84803.9,2887376.88,60.57,613,1,0,5924135.05,12,0,1579.96,1,0,3.5261630632530188,0.0002666988491425428,55200.380000000005,70002.14
1023,57,0,0,1,0,3,0.1,50680.94,390918.31,9034.04,186021.74,17.83,588,1,0,1713241.73,180,0,178.69,2,1,2.8170382034482127,0.00010429935068182119,41646.9,25340.47
85,39,1,0,1,1,1,30.4,42492.75,159801.35,5066.5,158184.42,11.92,639,0,1,1315083.06,12,0,1200411.7,1,1,2.5790341881850436,0.9128029525374617,37426.25,21246.375
50,44,1,0,3,1,2,3.2,135268.58,974324.39,60602.2,3000000.0,44.8,679,1,0,1197911.24,300,6,1284600.99,1,1,0.7379831788480863,1.072367423482895,74666.37999999999,33817.145
351,37,0,0,1,0,0,13.4,38680.33,302028.79,12888.91,429969.11,33.32,721,1,0,243279.69,36,6,4252.5,0,1,0.524124471016664,0.01747988087291627,25791.420000000002,19340.165
263,32,1,1,1,0,2,2.3,87037.33,258310.52,19067.14,963526.95,21.91,778,1,0,1668396.0,360,6,1686885.06,2,1,1.597395048768155,1.0110819373817728,67970.19,43518.665
89,60,0,0,0,0,0,29.4,292370.55,419540.87,39862.12,769750.9,13.63,622,0,2,10000000.0,240,0,9306384.2,0,1,2.850264273653189,0.93063842,252508.43,292370.55
826,43,1,0,3,0,0,4.3,211739.05,1397892.43,107679.03,2010418.29,50.85,598,0,0,526468.38,36,5,2079.43,1,0,0.2072001598193626,0.003949771874238677,104060.01999999999,52934.7625
695,53,1,0,1,0,0,19.9,66693.16,479450.25,4627.46,226289.79,6.94,640,0,1,1288902.95,180,6,1608498.93,2,1,1.6104886792988464,1.2479596931638646,62065.700000000004,33346.58
